location_id,WIFI_86:2e:76:6e:19:e1,WIFI_e2:25:7c:74:5e:86,WIFI_60:02:92:42:27:a7,WIFI_94:2a:6f:b2:1f:29,WIFI_d8:42:f7:f9:e5:d6,WIFI_46:d9:e7:5f:73:59,WIFI_f4:e2:c6:11:ad:93,WIFI_1e:d6:be:08:1d:19,WIFI_14:cc:20:e3:a7:82,WIFI_e6:bc:f4:c6:15:8d,WIFI_4a:89:e7:b6:66:51,WIFI_5e:60:ba:92:b2:95,WIFI_fa:e2:c6:11:ad:c6,WIFI_d8:32:14:2c:68:38,WIFI_c2:a8:10:16:c3:4e,WIFI_9a:2a:6f:b2:1f:29,WIFI_0c:ea:14:2c:7a:4e,WIFI_00:e0:4c:81:96:c1,WIFI_f4:e2:c6:11:ad:c6,WIFI_9e:2a:6f:b2:1f:2a,WIFI_6c:19:8f:0b:30:b6,WIFI_fa:e2:c6:11:ad:93,WIFI_44:d9:e7:5f:73:59,WIFI_94:2a:6f:b2:1f:2a,WIFI_9a:2a:6f:b2:1f:2a,WIFI_0e:ea:14:3c:7a:4f,WIFI_0e:ea:14:2c:7a:4e,WIFI_0e:ea:14:4c:7a:4f,WIFI_0e:ea:14:3c:7a:4e,WIFI_0e:ea:14:2c:7a:4f,WIFI_0e:ea:14:1c:7a:4e,WIFI_0e:ea:14:1c:7a:4f,WIFI_46:d9:e7:0b:9b:7c,WIFI_de:b3:70:18:9b:3f,WIFI_de:b3:70:18:9b:3e,WIFI_da:21:f9:24:76:10,WIFI_7e:8a:20:d1:7c:20,WIFI_7e:45:58:17:31:96,WIFI_cc:2d:21:0e:ea:89,WIFI_2e:5a:4c:78:08:ac,WIFI_a2:05:d6:4e:11:c7,WIFI_de:21:f9:24:76:10,WIFI_24:5a:4c:78:08:ac,WIFI_90:3a:72:1e:23:78,WIFI_d6:21:f9:24:76:10,WIFI_b0:4e:26:58:3d:18,WIFI_e8:f9:d4:c3:c4:2a,WIFI_7e:45:58:17:27:e7,WIFI_d6:21:f9:25:76:10,WIFI_aa:05:d6:4e:11:c7,WIFI_a6:05:d6:4e:11:c7,WIFI_2a:5a:4c:78:08:ac,WIFI_04:18:d6:69:72:85,WIFI_d8:b3:70:18:9b:3e,WIFI_d8:32:14:02:bd:30,WIFI_78:45:58:17:27:e7,WIFI_e2:b3:70:18:9b:3e,WIFI_b4:0f:3b:36:da:18,WIFI_e2:b3:70:18:9b:3f,WIFI_da:21:f9:25:76:10,WIFI_78:45:58:17:31:96,WIFI_cc:2d:21:41:90:00,WIFI_2a:5a:4c:77:ff:dd,WIFI_00:18:25:00:f0:50,WIFI_e6:b3:70:18:9b:3f,WIFI_44:d9:e7:0b:9b:7c,WIFI_0c:ef:15:50:14:f5,WIFI_d0:21:f9:24:76:10,WIFI_50:0f:f5:2e:e1:40,WIFI_6c:4d:51:02:72:c9,WIFI_4c:81:25:1b:81:69,WIFI_e2:21:f9:25:76:10,WIFI_24:5a:4c:78:08:ab,WIFI_44:d9:e7:c7:e9:0f,WIFI_2a:5a:4c:78:08:ab,WIFI_2e:5a:4c:78:08:ab,WIFI_de:21:f9:25:76:10,WIFI_24:5a:4c:77:ff:dc,WIFI_2e:5a:4c:77:ff:dc,WIFI_e0:10:7f:2b:f9:d8,WIFI_44:d9:e7:0b:a0:da,WIFI_46:d9:e7:df:f0:74,WIFI_56:d9:e7:df:f0:74,WIFI_44:d9:e7:47:da:98,WIFI_44:d9:e7:df:f0:74,WIFI_80:2a:a8:2d:38:df,WIFI_46:d9:e7:0b:a1:b6,WIFI_82:2a:a8:2d:38:df,WIFI_ca:5a:cf:64:19:77,WIFI_ac:15:a2:2f:9c:12,WIFI_44:d9:e7:0b:a1:b6,WIFI_82:2a:a8:2d:38:d1,WIFI_46:d9:e7:c7:e9:35,WIFI_44:d9:e7:c7:e9:35,WIFI_92:2a:a8:2d:38:df,WIFI_92:2a:a8:2d:38:e0,WIFI_82:2a:a8:a1:2e:b3,WIFI_56:d9:e7:0b:a0:da,WIFI_92:2a:a8:a1:2e:b3,WIFI_56:d9:e7:c7:e9:0f,WIFI_46:d9:e7:c7:e9:0f,WIFI_56:d9:e7:0b:a1:b6,WIFI_e8:65:d4:d6:9a:50,WIFI_6e:4d:51:02:77:9e,WIFI_46:d9:e7:47:da:98,WIFI_82:2a:a8:2d:38:e0,WIFI_92:2a:a8:2d:38:d1,WIFI_56:13:79:39:c2:f6,WIFI_56:d9:e7:c7:e9:35,WIFI_80:2a:a8:2d:38:d1,WIFI_80:2a:a8:2d:38:e0,WIFI_5e:87:9c:b1:d8:d9,WIFI_d6:21:f9:24:d1:22,WIFI_18:e8:29:9d:26:2d,WIFI_1e:e8:29:9d:26:2d,WIFI_d0:21:f9:24:d1:22,WIFI_cc:2d:21:f6:a4:50,WIFI_ea:36:4e:26:84:ac,WIFI_80:2a:a8:a1:2e:b3,WIFI_d4:4f:67:14:0a:ce,WIFI_3c:78:95:5c:f9:40,WIFI_3c:52:a1:2e:d4:70,WIFI_70:47:77:79:f5:74,WIFI_f0:25:8e:0d:7a:20,WIFI_70:47:77:79:f5:70,WIFI_82:45:58:17:31:96,WIFI_b4:0f:3b:68:b8:b0,WIFI_e4:fa:c4:fd:0f:3a,WIFI_78:45:58:17:61:46,WIFI_80:2a:a8:a1:31:7c,WIFI_7e:45:58:18:61:46,WIFI_82:45:58:17:27:e7,WIFI_82:45:58:18:31:96,WIFI_42:8d:ff:21:34:ab,WIFI_78:45:58:18:61:46,WIFI_da:21:f9:24:d1:c8,WIFI_2a:5a:4c:77:ff:dc,WIFI_82:2a:a8:a1:31:7c,WIFI_00:5f:67:0c:40:38,WIFI_42:8d:ff:21:34:af,WIFI_7e:45:58:18:31:96,WIFI_cc:2d:21:c9:42:88,WIFI_46:d9:e7:0b:a0:da,WIFI_1c:e5:04:92:ad:9c,WIFI_b4:0f:3b:8a:ca:a0,WIFI_48:bf:74:37:82:86,WIFI_78:8a:20:d1:7c:20,WIFI_92:19:4b:71:af:8e,WIFI_32:ae:30:70:bc:83,WIFI_18:e8:29:9d:20:8a,WIFI_46:d9:e7:0b:a1:b3,WIFI_1e:e8:29:9d:20:43,WIFI_1e:e8:29:9d:36:a5,WIFI_1e:e8:29:9d:20:8a,WIFI_56:d9:e7:0b:a1:b3,WIFI_18:e8:29:9d:20:cc,WIFI_44:d9:e7:0b:a1:b3,WIFI_18:e8:29:9d:36:a5,WIFI_7a:a7:41:8d:f8:e1,WIFI_70:a7:41:8d:f8:e1,WIFI_ac:8b:a9:67:86:42,WIFI_76:a7:41:8d:f2:94,WIFI_ac:8b:a9:67:86:43,WIFI_7a:a7:41:8e:f8:e1,WIFI_7a:a7:41:8d:f2:94,WIFI_70:a7:41:8e:f8:e1,WIFI_b2:8b:a9:67:86:43,WIFI_b2:8b:a9:67:86:42,WIFI_76:a7:41:8e:f8:e1,WIFI_2e:30:f6:c2:be:bb,WIFI_02:54:34:ce:fc:ec,WIFI_9e:78:0a:e9:eb:4f,WIFI_6a:a9:33:e1:09:94,WIFI_36:f3:9a:cc:b8:a7,WIFI_92:cd:b6:43:bf:b6,WIFI_80:2a:a8:a1:2d:9e,WIFI_d8:42:f7:fa:fb:65,WIFI_d8:42:f7:fa:fb:64,WIFI_9e:0e:4a:25:e5:22,WIFI_8a:77:8a:36:b8:46,WIFI_7e:3b:0c:e2:2d:f8,WIFI_ca:c4:90:02:04:fc,WIFI_44:d9:e7:47:d8:72,WIFI_26:d3:8e:0b:bc:4f,WIFI_32:b2:61:c5:c9:45,WIFI_7e:66:91:19:b5:94,WIFI_0e:58:2c:0d:c9:f9,WIFI_70:a7:41:8e:f2:d4,WIFI_76:a7:41:8d:f2:d4,WIFI_76:a7:41:8e:f2:d4,WIFI_70:a7:41:8d:f2:d4,WIFI_76:a7:41:8d:f8:e1,WIFI_7a:a7:41:8d:f2:d4,WIFI_7a:a7:41:8e:f2:d4,WIFI_2e:f8:4d:2e:f0:87,WIFI_02:ec:da:b4:e9:af,WIFI_7e:45:58:17:6a:9c,WIFI_3a:22:e2:92:2e:c6,WIFI_70:47:77:78:45:74,WIFI_70:47:77:78:45:70,WIFI_b8:3a:08:0a:ac:20,WIFI_70:47:77:78:52:04,WIFI_70:47:77:78:52:00,WIFI_46:d9:e7:47:d8:72,WIFI_70:47:77:b9:f5:70,WIFI_70:47:77:b9:f5:74,WIFI_78:45:58:17:6a:9c,WIFI_82:2a:a8:b3:fd:c3,WIFI_76:70:fd:82:d1:33,WIFI_70:a7:41:8d:f3:ff,WIFI_76:a7:41:8d:f3:ff,WIFI_62:f2:62:83:b3:14,WIFI_70:a7:41:8d:f3:64,WIFI_76:a7:41:8d:f3:64,WIFI_76:a7:41:8d:f5:42,WIFI_70:a7:41:8e:f2:94,WIFI_e2:dd:00:df:c4:90,WIFI_70:a7:41:8e:f3:ff,WIFI_70:a7:41:8e:f5:42,WIFI_76:a7:41:8e:f5:42,WIFI_76:a7:41:8e:f3:ff,WIFI_b6:8b:a9:67:a0:aa,WIFI_b2:8b:a9:67:a0:aa,WIFI_70:a7:41:8d:f2:94,WIFI_70:a7:41:8d:f5:42,WIFI_7a:a7:41:8e:f2:94,WIFI_e0:10:7f:2b:fa:f8,WIFI_42:1f:63:24:31:2f,WIFI_3a:29:88:b1:4a:1b,WIFI_5e:fb:3a:2b:c5:3c,WIFI_7e:45:58:17:61:46,WIFI_d2:65:48:dc:4f:fb,WIFI_fc:3f:fc:91:fe:de,WIFI_80:2a:a8:b3:fd:c3,WIFI_ca:5a:cf:64:19:f5,WIFI_78:45:58:18:6a:9c,WIFI_0a:4b:5b:a8:ca:f4,WIFI_02:c7:67:49:e4:04,WIFI_82:45:58:18:6a:9c,WIFI_7e:45:58:18:6a:9c,WIFI_50:0f:f5:2e:15:30,WIFI_b4:0f:3b:8a:ce:b8,WIFI_52:f7:04:5c:fd:26,WIFI_7e:4d:8f:46:37:28,WIFI_86:29:90:30:9e:a2,WIFI_74:6f:f7:ce:40:d0,WIFI_80:2a:a8:69:0b:e6,WIFI_b6:25:31:27:b7:ec,WIFI_18:e8:29:9d:36:db,WIFI_46:d9:e7:0b:9e:34,WIFI_b4:0f:3b:91:10:40,WIFI_1c:3b:f3:81:c0:9e,WIFI_82:8a:20:d1:7c:20,WIFI_24:a4:3c:db:82:8c,WIFI_7a:7f:10:f0:d3:cf,WIFI_42:8d:ff:21:34:a7,WIFI_3a:a2:bf:a1:01:7e,WIFI_04:95:e6:f6:44:50,WIFI_78:45:58:44:18:84,WIFI_82:4f:6f:12:01:a5,WIFI_a6:05:d6:4e:11:c6,WIFI_9c:05:d6:4e:11:c6,WIFI_82:45:58:17:6a:9c,WIFI_d0:21:f9:24:d1:c8,WIFI_fc:3f:fc:54:32:f4,WIFI_d6:21:f9:24:d1:c8,WIFI_98:a9:42:81:39:7a,WIFI_fc:ec:da:b4:f5:9a,WIFI_86:56:e5:78:a3:f0,WIFI_f2:38:83:6a:d1:1d,WIFI_56:d9:e7:0b:9b:7c,WIFI_f6:38:83:6a:d1:1d,WIFI_e8:f9:d4:c3:c4:31,WIFI_de:b3:70:18:be:b3,WIFI_1c:e5:04:79:0e:8c,WIFI_e0:10:7f:2b:fa:fc,WIFI_1c:e5:04:92:a1:fc,WIFI_86:29:90:40:9e:a2,WIFI_e6:b3:70:18:be:b3,WIFI_e2:b3:70:18:be:b3,WIFI_4c:bc:98:02:cf:5c
Mamlaka Hostels,-86.0,-96.0,-97.0,-86.0,-95.0,-67.0,-96.0,-90.0,-74.0,-85.0,-73.0,-88.0,-97.0,-98.0,-94.0,-87.0,-68.0,-89.0,-96.0,-95.0,-96.0,-97.0,-67.0,-98.0,-96.0,-89.0,-76.0,-89.0,-73.0,-89.0,-68.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Mamlaka Hostels,-86.0,-96.0,-97.0,-86.0,-95.0,-67.0,-96.0,-90.0,-74.0,-85.0,-73.0,-88.0,-97.0,-98.0,-94.0,-87.0,-68.0,-89.0,-96.0,-95.0,-96.0,-97.0,-67.0,-98.0,-96.0,-89.0,-76.0,-89.0,-73.0,-89.0,-68.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Engineering Gate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-86.0,-87.0,-80.0,-96.0,-88.0,-87.0,-74.0,-94.0,-80.0,-78.0,-82.0,-82.0,-94.0,-90.0,-91.0,-80.0,-93.0,-92.0,-80.0,-91.0,-89.0,-96.0,-92.0,-88.0,-91.0,-86.0,-80.0,-89.0,-84.0,-82.0,-91.0,-86.0,-71.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Engineering Gate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-86.0,-87.0,-80.0,-96.0,-88.0,-87.0,-74.0,-94.0,-80.0,-78.0,-82.0,-82.0,-94.0,-90.0,-91.0,-80.0,-93.0,-92.0,-80.0,-91.0,-89.0,-96.0,-92.0,-88.0,-91.0,-86.0,-80.0,-89.0,-84.0,-82.0,-91.0,-86.0,-71.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
Engineering Gate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-71.0,-86.0,-87.0,-80.0,-96.0,-88.0,-87.0,-74.0,-94.0,-80.0,-78.0,-82.0,-82.0,-94.0,-90.0,-91.0,-80.0,-93.0,-92.0,-80.0,-91.0,-89.0,-96.0,-92.0,-88.0,-91.0,-86.0,-80.0,-89.0,-84.0,-82.0,-91.0,-86.0,-71.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
